1092.0,1579.0,269.0,501.0,2075.0,731.0,1793.0,1668.0,311.0,476.0,371.0,865.0,303.0,201.0,992.0,400.0,966.0,1690.0,1607.0,763.0,147.0,260.0,607.0,371.0
270.0,822.0,350.0,224.0,873.0,638.0,993.0,465.0,673.0,389.0,1185.0,562.0,824.0,391.0,290.0,890.0,958.0,362.0,1048.0,865.0,301.0,1740.0,284.0,329.0
2024.0,644.0,296.0,709.0,1095.0,569.0,670.0,1755.0,827.0,751.0,1339.0,560.0,1253.0,312.0,698.0,2674.0,617.0,551.0,402.0,1857.0,211.0,893.0,1763.0,684.0
1155.0,538.0,373.0,447.0,1493.0,731.0,464.0,1162.0,1695.0,1235.0,1012.0,1919.0,3542.0,557.0,395.0,966.0,1264.0,821.0,1421.0,182.0,603.0,722.0,607.0,959.0
966.0,1575.0,584.0,433.0,267.0,1548.0,272.0,813.0,2324.0,968.0,479.0,2058.0,1607.0,706.0,127.0,1204.0,431.0,1221.0,382.0,1277.0,1205.0,1261.0,2366.0,841.0
445.0,508.0,397.0,450.0,1704.0,403.0,763.0,908.0,1450.0,1622.0,753.0,925.0,777.0,1372.0,1394.0,536.0,837.0,931.0,3156.0,1271.0,3261.0,1056.0,1875.0,2996.0
1697.0,258.0,1940.0,1369.0,1349.0,1266.0,278.0,3911.0,1439.0,516.0,293.0,597.0,1411.0,792.0,1813.0,1038.0,669.0,675.0,1110.0,2266.0,380.0,915.0,529.0,133.0
521.0,1536.0,1395.0,2047.0,920.0,1180.0,933.0,966.0,401.0,446.0,563.0,785.0,958.0,624.0,602.0,592.0,1376.0,1546.0,3295.0,595.0,360.0,2658.0,599.0,302.0
1095.0,2183.0,603.0,710.0,1706.0,1307.0,852.0,337.0,1839.0,896.0,2010.0,773.0,490.0,1075.0,759.0,695.0,1377.0,1087.0,1583.0,1598.0,1570.0,1312.0,1185.0,382.0
1138.0,922.0,405.0,314.0,468.0,965.0,587.0,372.0,739.0,807.0,720.0,439.0,1824.0,2833.0,883.0,1132.0,1799.0,918.0,1113.0,1058.0,643.0,633.0,531.0,584.0
1222.0,1294.0,629.0,1092.0,471.0,1157.0,879.0,1150.0,1824.0,819.0,299.0,906.0,2570.0,3730.0,660.0,1149.0,2746.0,1027.0,664.0,1111.0,964.0,3400.0,307.0,1749.0
1293.0,639.0,1408.0,1356.0,935.0,1505.0,1000.0,416.0,555.0,1299.0,572.0,1726.0,998.0,3005.0,446.0,1087.0,1800.0,1330.0,1083.0,930.0,745.0,1080.0,3035.0,916.0
735.0,1100.0,1337.0,1611.0,582.0,987.0,955.0,1419.0,1868.0,2197.0,2096.0,1142.0,370.0,1200.0,1594.0,2508.0,821.0,707.0,800.0,1151.0,1136.0,1862.0,475.0,1674.0
827.0,2613.0,1196.0,3560.0,452.0,1154.0,4247.0,1099.0,931.0,1316.0,937.0,1855.0,812.0,1855.0,2983.0,3211.0,433.0,652.0,518.0,4545.0,1780.0,609.0,1335.0,802.0
1596.0,2403.0,2113.0,2086.0,4255.0,1826.0,2023.0,1211.0,570.0,1607.0,871.0,2984.0,804.0,2618.0,921.0,6790.0,3468.0,2390.0,5011.0,1881.0,977.0,1321.0,907.0,1127.0
1822.0,5398.0,1196.0,3497.0,2897.0,3780.0,3060.0,3145.0,3717.0,1180.0,1359.0,890.0,551.0,618.0,2781.0,418.0,3045.0,802.0,1423.0,2115.0,851.0,1196.0,1495.0,1567.0
5108.0,6334.0,1648.0,1705.0,7855.0,881.0,1722.0,455.0,607.0,1054.0,1889.0,2226.0,3163.0,663.0,1845.0,1489.0,4332.0,1065.0,1973.0,402.0,3302.0,1940.0,5937.0,2238.0
4973.0,4014.0,683.0,5286.0,1848.0,540.0,4647.0,2763.0,2702.0,5274.0,14897.0,977.0,3412.0,7912.0,470.0,1487.0,3661.0,6366.0,2425.0,1171.0,1848.0,5755.0,11710.0,2316.0
9930.0,13923.0,6126.0,14498.0,7747.0,16516.0,9839.0,9377.0,2996.0,2776.0,7606.0,6304.0,1992.0,9204.0,5752.0,9149.0,26894.0,11848.0,3495.0,15661.0,32823.0,1965.0,1310.0,463.0
100000.0,100000.0,100000.0,34822.0,74722.0,100000.0,100000.0,100000.0,11877.0,100000.0,36975.0,26897.0,100000.0,100000.0,13866.0,100000.0,15608.0,28147.0,56525.0,5259.0,13834.0,59672.0,100000.0,31506.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,77911.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,47894.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,35964.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,73096.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
